expertise_04_single100_splitted_1.txt,m,20,178,80,0,0,2,4,3,0
expertise_04_single100_splitted_10.txt,m,20,178,80,0,0,2,4,3,0
expertise_05_single100_splitted_1.txt,m,31,178,84,0,1,4,4,4,1
expertise_05_single100_splitted_8.txt,m,31,178,84,0,1,4,4,4,1
expertise_06_single100_splitted_1.txt,m,31,172,70,1,1,2,4,2,1
expertise_06_single100_splitted_2.txt,m,31,172,70,1,1,2,4,2,1
expertise_07_single100_splitted_1.txt,m,29,185,83,0,1,3,4,4,1
expertise_07_single100_splitted_6.txt,m,29,185,83,0,1,3,4,4,1
fb_06_pre_splitted_1.txt,m,23,175,71,1,2,2,1,1,0
fb_06_pre_splitted_9.txt,m,23,175,71,1,2,2,1,1,0
expertise_01_single100_2_splitted_1.txt,m,34,184,94,1,1,3,4,4,1
expertise_01_single100_2_splitted_5.txt,m,34,184,94,1,1,3,4,4,1
expertise_02_single100_splitted_1.txt,m,28,178,78,1,1,3,3,4,0
expertise_02_single100_splitted_7.txt,m,28,178,78,1,1,3,3,4,0
expertise_03_single100_splitted_1.txt,f,24,168,68,1,1,3,4,3,1
expertise_03_single100_splitted_8.txt,f,24,168,68,1,1,3,4,3,1
fb_20_pre_splitted_1.txt,m,29,177,75,1,1,0,0,0,0
fb_20_pre_splitted_9.txt,m,29,177,75,1,1,0,0,0,0
fb_21_pre_splitted_1.txt,f,34,178,62,1,1,1,1,1,0
fb_21_pre_splitted_5.txt,f,34,178,62,1,1,1,1,1,0
fb_08_pre_splitted_1.txt,f,26,164,56,1,1,0,0,0,0
fb_08_pre_splitted_3.txt,f,26,164,56,1,1,0,0,0,0
fb_09_pre_splitted_1.txt,m,32,178,74,1,1,1,0,0,0
fb_09_pre_splitted_9.txt,m,32,178,74,1,1,1,0,0,0
expertise_08_single100_splitted_1.txt,m,27,178,75,1,1,4,4,4,1
expertise_08_single100_splitted_5.txt,m,27,178,75,1,1,4,4,4,1
fb_25_pre_splitted_0.txt,m,26,162,52,1,nA,1,1,1,0
fb_25_pre_splitted_1.txt,m,26,162,52,1,nA,1,1,1,0
fb_26_pre_splitted_1.txt,m,21,180,78,1,1,1,0,0,0
fb_26_pre_splitted_6.txt,m,21,180,78,1,1,1,0,0,0
fb_27_pre_splitted_1.txt,f,29,168,74,1,0,1,0,1,0
fb_27_pre_splitted_3.txt,f,29,168,74,1,0,1,0,1,0
fb_01_pre_splitted_1.txt,m,23,182,84,0,2,1,1,0,0
fb_01_pre_splitted_2.txt,m,23,182,84,0,2,1,1,0,0
fb_29_pre_splitted_1.txt,m,25,188,85,1,1,1,1,1,0
fb_29_pre_splitted_7.txt,m,25,188,85,1,1,1,1,1,0
fb_39_pre_splitted_0.txt,f,27,174,55,1,1,0,1,0,0
fb_39_pre_splitted_1.txt,f,27,174,55,1,1,0,1,0,0
fb_40_pre_splitted_0.txt,m,31,182,87,0,1,1,1,1,0
fb_40_pre_splitted_1.txt,m,31,182,87,0,1,1,1,1,0
fb_07_pre_splitted_1.txt,f,22,165,66,1,1,1,1,1,0
fb_07_pre_splitted_4.txt,f,22,165,66,1,1,1,1,1,0
fb_04_pre_splitted_1.txt,f,20,172,67,1,1,1,2,0,0
fb_04_pre_splitted_6.txt,f,20,172,67,1,1,1,2,0,0
fb_05_pre_splitted_1.txt,f,22,166,52,1,1,2,2,1,0
fb_05_pre_splitted_9.txt,f,22,166,52,1,1,2,2,1,0
fb_37_pre_splitted_1.txt,m,25,195,100,1,1,1,0,1,0
fb_38_pre_splitted_0.txt,f,21,170,64,1,1,0,0,0,0
fb_38_pre_splitted_1.txt,f,21,170,64,1,1,0,0,0,0
fb_36_pre_splitted_1.txt,f,21,171,52,1,1,0,0,0,0
fb_36_pre_splitted_6.txt,f,21,171,52,1,1,0,0,0,0
fb_41_pre_splitted_1.txt,m,21,175,70,1,nA,0,0,0,0
fb_41_pre_splitted_6.txt,m,21,175,70,1,nA,0,0,0,0
fb_22_pre_splitted_1.txt,f,23,176,65,1,1,0,0,0,0
fb_22_pre_splitted_4.txt,f,23,176,65,1,1,0,0,0,0
fb_11_pre_splitted_1.txt,f,25,165,57,1,0,1,0,0,0
fb_11_pre_splitted_3.txt,f,25,165,57,1,0,1,0,0,0
fb_10_pre_splitted_6.txt,m,32,188,78,1,0,1,2,2,0
fb_13_pre_splitted_1.txt,m,25,170,47,2,2,1,1,0,0
fb_13_pre_splitted_4.txt,m,25,170,47,2,2,1,1,0,0
fb_12_pre_splitted_0.txt,f,24,163,75,1,1,1,1,0,0
fb_12_pre_splitted_1.txt,f,24,163,75,1,1,1,1,0,0
fb_15_pre_splitted_1.txt,m,32,185,86,1,1,0,1,0,0
fb_15_pre_splitted_2.txt,m,32,185,86,1,1,0,1,0,0
fb_14_pre_splitted_1.txt,f,25,165,70,1,1,1,0,1,0
fb_14_pre_splitted_7.txt,f,25,165,70,1,1,1,0,1,0
fb_17_pre_splitted_0.txt,m,20,187,85,1,1,1,1,2,0
fb_17_pre_splitted_1.txt,m,20,187,85,1,1,1,1,2,0
fb_16_pre_splitted_0.txt,m,37,178,80,1,1,0,0,0,0
fb_16_pre_splitted_1.txt,m,37,178,80,1,1,0,0,0,0
fb_19_pre_splitted_1.txt,m,26,192,82,1,1,1,1,0,0
fb_19_pre_splitted_5.txt,m,26,192,82,1,1,1,1,0,0
fb_18_pre_splitted_1.txt,m,21,173,65,1,1,0,0,0,0
fb_18_pre_splitted_8.txt,m,21,173,65,1,1,0,0,0,0
fb_35_pre_splitted_1.txt,f,22,167,60,1,1,0,0,0,0
fb_35_pre_splitted_7.txt,f,22,167,60,1,1,0,0,0,0
fb_34_pre_splitted_1.txt,m,29,198,115,1,0,0,0,0,0
fb_34_pre_splitted_4.txt,m,29,198,115,1,0,0,0,0,0
fb_33_pre_splitted_1.txt,m,25,179,80,1,1,1,2,1,0
fb_33_pre_splitted_6.txt,m,25,179,80,1,1,1,2,1,0
fb_32_pre_splitted_1.txt,m,31,160,66,1,1,0,0,1,0
fb_32_pre_splitted_6.txt,m,31,160,66,1,1,0,0,1,0
fb_31_pre_splitted_1.txt,m,27,174,73,1,1,0,0,0,0
fb_31_pre_splitted_5.txt,m,27,174,73,1,1,0,0,0,0
fb_30_pre_splitted_1.txt,f,20,178,70,0,1,0,0,0,0
fb_30_pre_splitted_6.txt,f,20,178,70,0,1,0,0,0,0
fb_02_pre_splitted_1.txt,m,23,176,65,1,1,2,1,1,0
fb_02_pre_splitted_2.txt,m,23,176,65,1,1,2,1,1,0
fb_24_pre_splitted_0.txt,m,29,170,72,1,1,1,0,1,0
fb_24_pre_splitted_1.txt,m,29,170,72,1,1,1,0,1,0
fb_03_pre_splitted_1.txt,f,30,176,72,1,1,2,1,2,0
fb_03_pre_splitted_6.txt,f,30,176,72,1,1,2,1,2,0
fb_23_pre_splitted_1.txt,m,30,177,70,1,1,1,1,0,0
fb_23_pre_splitted_2.txt,m,30,177,70,1,1,1,1,0,0
fb_28_pre_splitted_1.txt,m,29,167,73,1,1,1,2,1,0
fb_28_pre_splitted_6.txt,m,29,167,73,1,1,1,2,1,0
